name,url,remote_testing,adaptive_irt,test_types,description,job_levels,duration,languages,key_features,source
Virtual Assessment and Development Centers,/solutions/products/product-catalog/view/virtual-assessment-and-development-centers/,TRUE,TRUE,Personality & Behavior,"SHL’s innovative virtual assessment centers wow new hires or existing employees and show how you invest in your people. They are a highly engaging experience, inclusive and packed with predictive power to undercover potential.

SHL’s virtual assessment and development center platform is packaged with features to support your candidates, assessors and center administrators.

Deliver a full range of assessment center exercises, from inbox simulations and written analysis, through coaching and role-play with preparation materials and one to one live virtual interactions, to assigned or unassigned role group exercises. Exercises are available across a range of job levels and industry scenarios

Want to find out more or book a demo? Visit https://www.shl.com/en/solutions/virtual/virtual-assessment-development-center/Language Availabilityfor the candidate and assessor simulation interface is shown in the list below.Language Availabilityfor the live interactions interface (Smart Interview Live) is currently:  English US, Japanese, Simplified Chinese, Spanish, Portuguese, Brazilian Portuguese, French, Canadian French, Italian, Dutch, Latin American Spanish, Romanian, Indonesian, German, Greek.",Director; Entry-Level; Executive; Front Line Manager; General Population; Graduate; Manager; Mid-Professional; Professional Individual Contributor; Supervisor,Approximate Completion Time in minutes = N/A,English (USA); English International; Italian; German; Portuguese; Spanish; Latin American Spanish; French; French (Canada); Dutch; Japanese; Indonesian; Greek; Romanian; Chinese Simplified; Arabic,Personality assessment,Individual Test Solutions
Visual Basic for Applications (New),/solutions/products/product-catalog/view/visual-basic-for-applications-new/,TRUE,FALSE,Knowledge & Skills,"Multi-choice test that measures the knowledge of VBA programming constructs, forms, controls and VBA security.",Mid-Professional; Professional Individual Contributor,Approximate Completion Time in minutes = 7,English (USA),Job-specific knowledge assessment,Individual Test Solutions
Visual Comparison - UK,/solutions/products/product-catalog/view/visual-comparison-uk/,TRUE,FALSE,Knowledge & Skills,This assessment measures ability to efficiently compare information and detect errors. The test taker is required to examine four pairs of numbers and select the set of numbers that are notidentical.,Entry-Level,Approximate Completion Time in minutes = 5,English International,Job-specific knowledge assessment,Individual Test Solutions
Visual Comparison - US,/solutions/products/product-catalog/view/visual-comparison-us/,TRUE,FALSE,Knowledge & Skills,This assessment measures ability to efficiently compare information and detect errors. The test taker is required to examine four pairs of numbers and select the set of numbers that are not identical.,Entry-Level,Approximate Completion Time in minutes = 5,English (USA),Job-specific knowledge assessment,Individual Test Solutions
VLSI and Embedded Systems (New),/solutions/products/product-catalog/view/vlsi-and-embedded-systems-new/,TRUE,FALSE,Knowledge & Skills,Multi-choice test that measures the knowledge of VLSI and embedded systems basics.,Mid-Professional; Professional Individual Contributor,Approximate Completion Time in minutes = 9,English (USA),Job-specific knowledge assessment,Individual Test Solutions
What Is The Value - US,/solutions/products/product-catalog/view/what-is-the-value-us/,TRUE,TRUE,Knowledge & Skills,The What is the Value –US test measures money handling ability. This test is designed for entry-level positions where handling money is required on a regular basis.,Entry-Level,Approximate Completion Time in minutes = 5,English (USA),Job-specific knowledge assessment,Individual Test Solutions
Workplace Administration Skills (New),/solutions/products/product-catalog/view/workplace-administration-skills-new/,TRUE,FALSE,Knowledge & Skills,"Multi-choice test that measures the ability to organize one's workplace, properly maintain data, perform simple tasks on the computer and resolve administrative issues.",Manager; Mid-Professional; Professional Individual Contributor; Supervisor,Approximate Completion Time in minutes = 12,English (USA),Job-specific knowledge assessment,Individual Test Solutions
Workplace Health and Safety (New),/solutions/products/product-catalog/view/workplace-health-and-safety-new/,TRUE,FALSE,Knowledge & Skills,"Multi-choice test that measures the knowledge of first aid, emergency safety measures, cleanliness and personal hygiene.",Entry-Level; Graduate; Manager; Supervisor; Mid-Professional; Professional Individual Contributor,Approximate Completion Time in minutes = 9,English (USA),Job-specific knowledge assessment,Individual Test Solutions
WriteX - Email Writing (Customer Service) (New),/solutions/products/product-catalog/view/writex-email-writing-customer-service-new/,TRUE,FALSE,Simulations,"Open response test that evaluates the ability to write proper emails in English. The test provides scores on content, grammar and email etiquette.Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility.
Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/",Entry-Level; Graduate; Manager; Mid-Professional; Professional Individual Contributor; Supervisor,Approximate Completion Time in minutes = 15,English (USA),Interactive simulation,Individual Test Solutions
WriteX - Email Writing (Managerial) (New),/solutions/products/product-catalog/view/writex-email-writing-managerial-new/,TRUE,FALSE,Simulations,"Open response test that evaluates the ability to write proper emails in English. The test provides scores on content, grammar and email etiquette.Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility.
Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/",Entry-Level; Graduate; Manager; Mid-Professional; Professional Individual Contributor; Supervisor,Approximate Completion Time in minutes = 15,English (USA),Interactive simulation,Individual Test Solutions
WriteX - Email Writing (Sales) (New),/solutions/products/product-catalog/view/writex-email-writing-sales-new/,TRUE,FALSE,Biodata & Situational Judgement; Simulations,"Open response test that evaluates the ability to write proper emails in English. The test provides scores on content, grammar and email etiquette.Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility.
Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/",Entry-Level; Graduate; Manager; Mid-Professional; Professional Individual Contributor; Supervisor,Approximate Completion Time in minutes = 15,English (USA),Situational judgment test; Interactive simulation,Individual Test Solutions
Written English v1,/solutions/products/product-catalog/view/written-english-v1/,TRUE,TRUE,Knowledge & Skills,"The Written English test measures knowledge of US English grammar and English reading comprehension. It is designed for those with English as a second language and covers the following topics: Articles, Comparisons, Conjunctions, General Questions, Misused Words, Nouns, Parallel Structure, Prepositions, Pronouns, Specific Questions, and Verbs.",Entry-Level; Front Line Manager; Mid-Professional; Professional Individual Contributor,Approximate Completion Time in minutes = 30,English (USA); English International,Job-specific knowledge assessment,Individual Test Solutions
Written Spanish,/solutions/products/product-catalog/view/written-spanish/,TRUE,TRUE,Knowledge & Skills,"This test measures knowledge of Spanish grammar and Spanish reading comprehension skills. Designed primarily for individuals where Spanish is their second language, this test covers the following topics: Adjectives, Adverbs, Conjunctions, Nouns, Prepositions, Pronouns, Verbs, and Reading Comprehension.",Entry-Level; Front Line Manager; Mid-Professional; Professional Individual Contributor,Approximate Completion Time in minutes = 22,Latin American Spanish,Job-specific knowledge assessment,Individual Test Solutions
Zabbix (New),/solutions/products/product-catalog/view/zabbix-new/,TRUE,FALSE,Knowledge & Skills,"Multi-choice test that measures the knowledge of Zabbix architecture, data handling, monitoring and administration.",Mid-Professional; Professional Individual Contributor,Approximate Completion Time in minutes = 9,English (USA),Job-specific knowledge assessment,Individual Test Solutions
